yr,season,mnth,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
0,4,10,15,0,3,2,16.44,17,77,0,11,59,70
0,4,10,16,0,3,2,16.44,17,77,6,17,196,213
0,4,10,17,0,3,2,16.44,17,77,7,40,414,454
0,4,10,18,0,3,1,16.44,17,77,11,55,398,453
0,4,10,19,0,3,1,15.5,16,82,0,25,306,331
0,4,10,20,0,3,1,15.5,16,88,0,27,180,207
0,4,10,21,0,3,2,16.44,17,77,0,17,140,157
0,4,10,22,0,3,2,14.56,15,88,6,23,112,135
0,4,10,23,0,3,2,14.56,15,88,6,3,72,75
0,4,10,0,0,4,1,13.62,14,94,0,3,23,26
0,4,10,1,0,4,1,13.62,14,94,0,2,9,11
0,4,10,2,0,4,3,13.62,14,94,0,3,5,8
0,4,10,3,0,4,3,13.62,14,94,0,1,3,4
0,4,10,4,0,4,3,14.56,15,88,0,1,3,4
0,4,10,5,0,4,3,14.56,15,88,6,1,14,15
0,4,10,6,0,4,3,15.5,16,82,0,4,42,46
0,4,10,7,0,4,2,13.62,14,94,6,9,128,137
0,4,10,8,0,4,3,14.56,15,88,13,12,304,316
0,4,10,9,0,4,2,15.5,16,82,11,16,155,171
0,4,10,10,0,4,3,15.5,16,88,13,10,52,62
0,4,10,11,0,4,3,15.5,16,-1,9,8,44,52
0,4,10,12,0,4,3,15.5,16,88,9,8,45,53
0,4,10,13,0,4,2,15.5,16,88,11,10,64,74
0,4,10,14,0,4,2,16.44,17,83,0,16,76,92
0,4,10,15,0,4,2,16.44,17,83,7,12,95,107
0,4,10,16,0,4,2,18.32,19,73,11,14,193,207
0,4,10,17,0,4,2,15.5,16,72,31,31,291,322
0,4,10,18,0,4,2,14.56,15,67,31,14,226,240
0,4,10,19,0,4,2,12.68,13,67,31,19,200,219
0,4,10,20,0,4,1,11.74,12,67,33,11,171,182
0,4,10,21,0,4,1,10.8,11,-1,35,13,119,132
0,4,10,22,0,4,1,8.92,5,66,33,14,97,111
0,4,10,23,0,4,1,7.98,4,61,28,8,60,68
0,4,10,0,0,5,1,7.98,5,-1,17,4,40,44
0,4,10,1,0,5,1,7.04,4,66,17,7,9,16
0,4,10,2,0,5,1,7.04,4,66,19,1,3,4
0,4,10,3,0,5,1,6.1,3,70,19,4,4,8
0,4,10,4,0,5,1,6.1,3,65,19,5,5,10
0,4,10,5,0,5,2,6.1,3,61,17,0,25,25
0,4,10,6,0,5,1,5.16,2,65,17,1,74,75
0,4,10,7,0,5,1,5.16,2,-1,17,6,199,205
0,4,10,8,0,5,1,6.1,3,61,19,13,361,374
0,4,10,9,0,5,1,7.04,4,57,15,19,210,229
0,4,10,10,0,5,1,7.98,5,57,15,28,102,130
0,4,10,11,0,5,1,8.92,7,50,15,40,128,168
0,4,10,12,0,5,2,9.86,10,40,11,46,167,213
0,4,10,13,0,5,2,9.86,10,42,15,43,185,228
0,4,10,14,0,5,2,8.92,7,-1,13,33,152,185
0,4,10,15,0,5,2,8.92,6,43,17,44,171,215
0,4,10,16,0,5,2,8.92,7,46,11,46,262,308
0,4,10,17,0,5,2,8.92,7,50,9,35,411,446
0,4,10,18,0,5,2,8.92,7,53,11,36,332,368
0,4,10,19,0,5,2,8.92,7,50,9,16,188,204
0,4,10,20,0,5,3,7.98,5,61,15,12,131,143
0,4,10,21,0,5,3,7.04,5,70,11,5,69,74
0,4,10,22,0,5,3,6.1,3,75,19,4,32,36
0,4,10,23,0,5,3,6.1,2,81,22,8,31,39
0,4,10,0,0,6,3,5.16,1,87,20,0,19,19
0,4,10,1,0,6,3,6.1,2,87,20,0,18,18
0,4,10,2,0,6,3,6.1,2,87,20,1,16,17
0,4,10,3,0,6,3,6.1,2,81,28,0,8,8
0,4,10,4,0,6,3,6.1,2,81,28,0,1,1
0,4,10,5,0,6,3,4.22,-1,93,24,0,1,1
0,4,10,6,0,6,3,4.22,-1,87,24,4,1,5
0,4,10,7,0,6,3,4.22,-1,87,24,1,6,7
0,4,10,8,0,6,3,5.16,1,87,24,4,16,20
0,4,10,9,0,6,3,5.16,1,87,24,1,19,20
0,4,10,10,0,6,3,4.22,-1,93,22,0,12,12
0,4,10,11,0,6,3,4.22,-1,93,26,1,26,27
0,4,10,12,0,6,3,3.28,-3,87,33,6,44,50
0,4,10,13,0,6,3,3.28,-3,-1,35,0,30,30
0,4,10,14,0,6,3,3.28,-3,87,30,0,29,29
0,4,10,15,0,6,3,2.34,-2,93,17,3,38,41
0,4,10,16,0,6,3,2.34,-3,93,22,3,19,22
0,4,10,17,0,6,3,2.34,-3,93,22,3,28,31
0,4,10,18,0,6,3,2.34,-3,93,22,6,37,43
0,4,10,19,0,6,1,3.28,-2,87,24,3,36,39
0,4,10,20,0,6,1,3.28,-2,87,24,7,40,47
0,4,10,21,0,6,1,3.28,-2,87,24,1,49,50
0,4,10,22,0,6,1,2.34,-2,87,15,10,44,54
0,4,10,23,0,6,1,2.34,-1,-1,13,3,33,36
0,4,10,0,0,0,1,2.34,-2,-1,15,7,47,54
0,4,10,1,0,0,1,2.34,-2,87,17,9,34,43
0,4,10,2,0,0,1,2.34,-2,87,19,7,43,50
0,4,10,3,0,0,1,3.28,-2,75,24,7,26,33
0,4,10,4,0,0,1,2.34,-3,-1,22,1,10,11
0,4,10,5,0,0,1,3.28,-2,75,20,0,4,4
0,4,10,6,0,0,1,3.28,-1,75,17,2,8,10
0,4,10,7,0,0,1,3.28,3,-1,0,7,15,22
0,4,10,8,0,0,1,4.22,1,-1,15,20,60,80
0,4,10,9,0,0,1,6.1,3,65,17,55,92,147
0,4,10,10,0,0,1,7.04,6,61,6,53,125,178
0,4,10,11,0,0,1,8.92,7,53,15,58,182,240
0,4,10,12,0,0,1,9.86,10,50,13,85,229,314
0,4,10,13,0,0,1,10.8,11,43,15,113,232,345
0,4,10,14,0,0,1,11.74,12,-1,13,91,209,300
0,4,10,15,0,0,1,11.74,12,35,11,88,202,290
0,4,10,16,0,0,1,11.74,12,32,9,107,213,320
0,4,10,17,0,0,1,10.8,11,35,7,54,191,245
0,4,10,18,0,0,1,8.92,7,40,9,51,162,213
0,4,10,19,0,0,1,18.32,19,49,20,28,125,153
0,4,10,20,0,0,1,7.98,8,57,0,18,74,92
0,4,10,21,0,0,1,7.04,7,-1,0,4,75,79
0,4,10,22,0,0,1,6.1,6,75,0,13,58,71
0,4,10,23,0,0,1,4.22,4,87,0,7,30,37
0,4,10,0,0,1,1,4.22,4,87,0,3,20,23
0,4,10,1,0,1,1,4.22,4,-1,0,5,8,13
0,4,10,2,0,1,1,3.28,3,87,0,0,3,3
0,4,10,3,0,1,1,3.28,1,-1,7,0,3,3
0,4,10,4,0,1,1,3.28,3,87,0,1,5,6
0,4,10,5,0,1,1,2.34,2,93,0,0,18,18
0,4,10,6,0,1,1,3.28,3,87,0,4,82,86
0,4,10,7,0,1,1,3.28,3,-1,0,11,216,227
0,4,10,8,0,1,2,5.16,5,87,0,17,355,372
0,4,10,9,0,1,2,7.04,5,76,11,14,197,211
0,4,10,10,0,1,2,8.92,7,57,11,18,87,105
0,4,10,11,0,1,1,10.8,11,50,9,31,97,128
0,4,10,12,0,1,1,11.74,12,44,15,30,140,170
0,4,10,13,0,1,2,12.68,13,44,15,24,128,152
0,4,10,14,0,1,2,12.68,13,47,15,22,119,141
0,4,10,15,0,1,1,12.68,13,47,11,27,141,168
0,4,10,16,0,1,1,11.74,12,54,11,30,242,272
0,4,10,17,0,1,1,11.74,12,54,9,44,442,486
0,4,10,18,0,1,1,10.8,11,66,6,30,392,422
0,4,10,19,0,1,1,10.8,11,66,6,12,226,238
0,4,10,20,0,1,1,10.8,11,66,6,18,154,172
0,4,10,21,0,1,2,8.92,7,-1,13,7,109,116
0,4,10,22,0,1,2,8.92,7,76,13,8,77,85
0,4,10,23,0,1,2,8.92,7,76,13,6,46,52
0,4,11,0,0,2,2,8.92,7,87,11,3,18,21
0,4,11,1,0,2,1,8.92,7,81,9,3,8,11
0,4,11,2,0,2,2,8.92,7,81,11,1,3,4
0,4,11,3,0,2,2,8.92,7,81,9,1,5,6
0,4,11,4,0,2,1,7.98,5,81,15,1,7,8
0,4,11,5,0,2,1,7.04,5,81,13,0,18,18
0,4,11,6,0,2,1,7.04,5,81,13,3,90,93
0,4,11,7,0,2,1,7.98,6,76,13,8,246,254
0,4,11,8,0,2,1,8.92,6,71,17,17,402,419
0,4,11,9,0,2,1,10.8,11,66,11,16,206,222
0,4,11,10,0,2,1,12.68,13,62,9,21,114,135
0,4,11,11,0,2,1,13.62,14,63,7,16,101,117
0,4,11,12,0,2,1,15.5,16,48,6,23,153,176
0,4,11,13,0,2,1,14.56,15,-1,13,20,147,167
0,4,11,14,0,2,1,15.5,16,48,17,32,118,150
0,4,11,15,0,2,1,15.5,16,45,9,38,148,186
0,4,11,16,0,2,1,14.56,15,44,11,46,252,298
0,4,11,17,0,2,1,12.68,13,-1,11,36,470,506
0,4,11,18,0,2,1,11.74,12,58,7,39,421,460
0,4,11,19,0,2,1,11.74,12,-1,6,39,274,313
0,4,11,20,0,2,1,10.8,11,71,0,18,191,209
0,4,11,21,0,2,1,8.92,9,81,0,13,114,127
0,4,11,22,0,2,1,8.92,9,-1,0,5,91,96
0,4,11,23,0,2,1,7.98,8,87,0,11,61,72
0,4,11,0,0,3,1,7.04,7,87,0,0,19,19
0,4,11,1,0,3,1,6.1,6,87,0,2,8,10
0,4,11,2,0,3,1,6.1,6,87,0,0,2,2
0,4,11,3,0,3,1,6.1,6,-1,0,0,2,2
0,4,11,4,0,3,1,6.1,6,87,0,0,4,4
0,4,11,5,0,3,1,6.1,6,81,0,0,27,27
0,4,11,6,0,3,1,6.1,6,81,0,1,91,92
0,4,11,7,0,3,1,6.1,6,81,0,11,240,251
0,4,11,8,0,3,1,7.04,7,87,0,20,452,472
0,4,11,9,0,3,1,7.98,8,-1,0,15,213,228
0,4,11,10,0,3,1,10.8,11,71,6,25,108,133
0,4,11,11,0,3,1,11.74,12,71,9,27,117,144
0,4,11,12,0,3,1,13.62,14,55,11,32,157,189
0,4,11,13,0,3,1,14.56,15,48,11,22,139,161
0,4,11,14,0,3,1,15.5,16,-1,11,40,132,172
0,4,11,15,0,3,1,14.56,15,51,11,26,161,187
0,4,11,16,0,3,1,14.56,15,51,7,35,231,266
0,4,11,17,0,3,1,12.68,13,62,13,30,523,553
0,4,11,18,0,3,1,11.74,12,-1,11,31,448,479
0,4,11,19,0,3,1,10.8,11,76,9,25,257,282
0,4,11,20,0,3,1,10.8,11,66,9,5,177,182
0,4,11,21,0,3,1,9.86,10,-1,9,13,155,168
0,4,11,22,0,3,1,8.92,7,71,9,7,99,106
0,4,11,23,0,3,1,8.92,8,76,6,3,54,57
0,4,11,0,0,4,1,8.92,8,76,6,3,28,31
0,4,11,1,0,4,1,7.98,6,81,9,3,12,15
0,4,11,2,0,4,1,7.98,6,76,9,2,5,7
0,4,11,3,0,4,1,7.98,6,81,9,1,4,5
0,4,11,4,0,4,1,7.04,6,81,6,1,3,4
0,4,11,5,0,4,1,7.04,6,81,9,1,27,28
0,4,11,6,0,4,1,7.98,6,76,13,3,96,99
0,4,11,7,0,4,2,7.04,6,81,6,12,280,292
0,4,11,8,0,4,2,7.98,7,81,6,8,394,402
0,4,11,9,0,4,2,8.92,7,81,13,9,155,164
0,4,11,10,0,4,2,10.8,11,76,13,12,98,110
0,4,11,11,0,4,1,12.68,13,67,13,12,108,120
0,4,11,12,0,4,1,15.5,16,51,13,17,162,179
0,4,11,13,0,4,2,16.44,17,48,17,19,150,169
0,4,11,14,0,4,1,16.44,17,-1,11,32,120,152
0,4,11,15,0,4,1,16.44,17,52,11,24,138,162
0,4,11,16,0,4,1,16.44,17,48,13,33,234,267
0,4,11,17,0,4,1,14.56,15,55,6,33,465,498
0,4,11,18,0,4,1,13.62,14,63,9,24,409,433
0,4,11,19,0,4,1,12.68,13,67,6,18,234,252
0,4,11,20,0,4,1,11.74,12,-1,7,11,198,209
0,4,11,21,0,4,1,10.8,11,-1,9,4,140,144
0,4,11,22,0,4,1,10.8,11,82,0,21,116,137
0,4,11,23,0,4,1,10.8,11,82,6,15,80,95
0,4,11,0,0,5,2,10.8,11,82,0,11,32,43
0,4,11,1,0,5,2,10.8,11,-1,0,1,16,17
0,4,11,2,0,5,2,10.8,11,76,0,2,8,10
0,4,11,3,0,5,2,9.86,10,87,11,1,7,8
0,4,11,4,0,5,2,9.86,10,87,6,1,6,7
0,4,11,5,0,5,2,9.86,10,-1,0,0,23,23
0,4,11,6,0,5,2,9.86,10,87,6,2,64,66
0,4,11,7,0,5,2,10.8,11,86,15,10,235,245
0,4,11,8,0,5,2,10.8,11,-1,24,8,387,395
0,4,11,9,0,5,2,11.74,12,71,31,15,239,254
0,4,11,10,0,5,2,11.74,12,71,22,19,115,134
0,4,11,11,0,5,2,12.68,13,-1,30,34,128,162
0,4,11,12,0,5,2,14.56,15,55,33,44,153,197
0,4,11,13,0,5,1,12.68,13,51,28,33,161,194
0,4,11,14,0,5,1,12.68,13,47,20,54,147,201
0,4,11,15,0,5,1,13.62,14,44,26,45,192,237
0,4,11,16,0,5,1,13.62,14,36,26,53,237,290
0,4,11,17,0,5,1,11.74,12,38,24,42,438,480
0,4,11,18,0,5,1,11.74,12,32,31,35,339,374
0,4,11,19,0,5,1,10.8,11,37,24,14,182,196
0,4,11,20,0,5,1,8.92,6,43,19,15,171,186
0,4,11,21,0,5,1,7.98,5,46,17,8,115,123
0,4,11,22,0,5,1,7.98,4,46,22,6,109,115
0,4,11,23,0,5,1,7.04,4,49,22,17,72,89
0,4,11,0,0,6,1,7.04,3,-1,24,4,48,52
0,4,11,1,0,6,1,7.04,4,45,20,5,57,62
0,4,11,2,0,6,1,6.1,2,52,22,7,24,31
0,4,11,3,0,6,1,6.1,2,52,20,0,8,8
0,4,11,4,0,6,1,5.16,1,56,22,3,5,8
0,4,11,5,0,6,1,4.22,-1,60,22,0,2,2
0,4,11,6,0,6,1,4.22,0,60,17,3,20,23
0,4,11,7,0,6,1,4.22,0,60,19,3,31,34
0,4,11,8,0,6,1,5.16,1,56,22,4,80,84
0,4,11,9,0,6,1,6.1,2,56,20,30,111,141
0,4,11,10,0,6,1,7.04,4,53,17,56,171,227
0,4,11,11,0,6,1,8.92,8,46,7,69,169,238
0,4,11,12,0,6,1,8.92,7,46,11,137,235,372
0,4,11,13,0,6,1,10.8,11,37,7,148,207,355
0,4,11,14,0,6,1,11.74,12,-1,9,159,227,386
0,4,11,15,0,6,1,10.8,11,37,13,141,202,343
0,4,11,16,0,6,1,10.8,11,40,15,128,207,335
0,4,11,17,0,6,1,9.86,10,40,11,100,234,334
0,4,11,18,0,6,1,8.92,8,-1,6,52,185,237
0,4,11,19,0,6,1,7.98,8,53,0,45,159,204
0,4,11,20,0,6,1,7.04,7,66,0,29,136,165
0,4,11,21,0,6,1,7.04,7,66,0,19,99,118
0,4,11,22,0,6,1,6.1,6,65,0,10,72,82
0,4,11,23,0,6,1,5.16,5,-1,0,4,81,85
0,4,11,0,0,0,1,5.16,5,75,0,10,65,75
0,4,11,1,0,0,1,4.22,4,-1,0,11,104,115
0,4,11,2,0,0,1,4.22,4,-1,0,6,23,29
0,4,11,3,0,0,1,3.28,3,87,0,5,4,9
0,4,11,4,0,0,1,3.28,3,87,0,0,6,6
0,4,11,5,0,0,1,3.28,0,87,9,0,5,5
0,4,11,6,0,0,1,4.22,3,81,6,5,11,16
0,4,11,7,0,0,1,4.22,2,87,7,4,24,28
0,4,11,8,0,0,2,5.16,4,-1,6,19,71,90
0,4,11,9,0,0,2,6.1,5,-1,6,36,134,170
0,4,11,10,0,0,1,8.92,8,66,6,76,186,262
0,4,11,11,0,0,1,11.74,12,58,6,104,216,320
0,4,11,12,0,0,1,12.68,13,-1,0,120,226,346
0,4,11,13,0,0,1,13.62,14,51,11,105,209,314
0,4,11,14,0,0,1,13.62,14,55,13,101,219,320
0,4,11,15,0,0,1,14.56,15,-1,13,96,210,306
0,4,11,16,0,0,1,13.62,14,55,15,84,263,347
0,4,11,17,0,0,1,12.68,13,62,11,71,185,256
0,4,11,18,0,0,1,11.74,12,71,7,39,146,185
0,4,11,19,0,0,1,9.86,10,76,13,21,130,151
0,4,11,20,0,0,1,8.92,8,81,7,16,100,116
0,4,11,21,0,0,1,8.92,8,81,6,11,77,88
0,4,11,22,0,0,1,8.92,9,87,0,5,40,45
0,4,11,23,0,0,1,7.98,7,87,6,7,43,50
0,4,11,0,0,1,1,7.98,8,87,0,1,14,15
0,4,11,1,0,1,1,7.98,8,87,0,2,6,8
0,4,11,2,0,1,1,7.04,7,-1,0,0,2,2
0,4,11,3,0,1,1,7.04,7,93,0,0,3,3
0,4,11,4,0,1,1,7.04,7,93,0,2,4,6
0,4,11,5,0,1,1,6.1,6,93,0,1,25,26
0,4,11,6,0,1,2,5.16,5,-1,0,2,97,99
0,4,11,7,0,1,2,5.16,5,93,0,6,305,311
0,4,11,8,0,1,2,6.1,5,100,6,13,397,410
0,4,11,9,0,1,2,7.98,6,100,9,18,156,174
0,4,11,10,0,1,1,8.92,7,93,9,28,95,123
0,4,11,11,0,1,1,11.74,12,77,7,28,100,128
0,4,11,12,0,1,1,13.62,14,-1,0,21,158,179
0,4,11,13,0,1,1,17.38,18,49,6,32,157,189
0,4,11,14,0,1,1,18.32,19,37,11,30,115,145
0,4,11,15,0,1,1,18.32,19,37,7,38,132,170
0,4,11,16,0,1,1,16.44,17,45,0,40,255,295
0,4,11,17,0,1,1,15.5,16,45,11,39,489,528
0,4,11,18,0,1,1,13.62,14,59,7,18,407,425
0,4,11,19,0,1,1,13.62,14,59,0,20,280,300
0,4,11,20,0,1,1,10.8,11,71,0,17,187,204
0,4,11,21,0,1,1,9.86,10,82,7,10,129,139
0,4,11,22,0,1,1,8.92,8,81,6,6,102,108
0,4,11,23,0,1,1,8.92,8,87,6,1,47,48
0,4,11,0,0,2,1,7.98,7,87,6,0,18,18
0,4,11,1,0,2,1,7.04,6,93,7,3,8,11
0,4,11,2,0,2,1,7.04,7,87,0,0,1,1
0,4,11,3,0,2,1,7.04,7,87,0,0,3,3
0,4,11,4,0,2,1,6.1,6,-1,0,0,4,4
0,4,11,5,0,2,1,6.1,5,87,6,1,17,18
0,4,11,6,0,2,1,6.1,6,-1,0,3,96,99
0,4,11,7,0,2,1,6.1,5,87,7,7,316,323
0,4,11,8,0,2,1,7.04,6,93,7,11,455,466
0,4,11,9,0,2,1,8.92,9,87,0,14,177,191
0,4,11,10,0,2,1,11.74,12,71,6,25,104,129
0,4,11,11,0,2,1,13.62,14,63,9,21,126,147
0,4,11,12,0,2,1,16.44,17,52,9,28,175,203
0,4,11,13,0,2,1,17.38,18,-1,11,31,165,196
0,4,11,14,0,2,1,18.32,19,46,7,32,129,161
0,4,11,15,0,2,1,19.26,20,46,7,33,155,188
0,4,11,16,0,2,1,18.32,19,-1,9,39,250,289
0,4,11,17,0,2,1,16.44,17,43,11,40,459,499
0,4,11,18,0,2,1,14.56,15,55,9,30,432,462
0,4,11,19,0,2,1,13.62,14,59,0,14,264,278
0,4,11,20,0,2,1,10.8,11,76,0,12,169,181
0,4,11,21,0,2,1,10.8,11,76,0,16,166,182
0,4,11,22,0,2,1,8.92,9,87,0,13,95,108
0,4,11,23,0,2,1,8.92,9,81,0,3,45,48
0,4,11,0,0,3,1,8.92,9,87,0,0,13,13
0,4,11,1,0,3,1,7.98,8,87,0,0,10,10
0,4,11,2,0,3,1,7.04,7,93,0,0,5,5
0,4,11,3,0,3,1,7.04,7,93,0,0,4,4
0,4,11,4,0,3,1,7.04,7,87,0,0,4,4
0,4,11,5,0,3,1,6.1,6,87,0,0,28,28
0,4,11,6,0,3,1,6.1,6,87,0,0,98,98
0,4,11,7,0,3,1,6.1,6,87,0,0,300,300
0,4,11,8,0,3,1,7.04,7,-1,0,19,437,456
0,4,11,9,0,3,1,7.98,8,93,0,22,197,219
0,4,11,10,0,3,1,10.8,11,76,7,16,89,105
0,4,11,11,0,3,1,13.62,14,67,11,21,131,152
0,4,11,12,0,3,1,15.5,16,51,11,24,156,180
0,4,11,13,0,3,1,15.5,16,51,11,31,136,167
0,4,11,14,0,3,1,16.44,17,-1,11,26,153,179
0,4,11,15,0,3,1,16.44,17,45,15,21,130,151
0,4,11,16,0,3,1,16.44,17,48,13,24,257,281
0,4,11,17,0,3,1,13.62,14,63,7,27,458,485
0,4,11,18,0,3,1,12.68,13,67,7,21,387,408
0,4,11,19,0,3,1,12.68,13,72,7,12,292,304
0,4,11,20,0,3,1,12.68,13,-1,0,18,201,219
0,4,11,21,0,3,1,10.8,11,87,0,9,152,161
0,4,11,22,0,3,1,10.8,11,-1,0,9,105,114
0,4,11,23,0,3,1,9.86,10,87,0,5,61,66
0,4,11,0,0,4,1,10.8,11,87,0,0,24,24
0,4,11,1,0,4,2,10.8,11,87,0,1,10,11
0,4,11,2,0,4,2,9.86,10,94,0,0,5,5
0,4,11,3,0,4,1,9.86,10,94,6,0,11,11
0,4,11,4,0,4,1,9.86,10,-1,6,1,2,3
0,4,11,5,0,4,2,8.92,7,100,9,1,22,23
0,4,11,6,0,4,2,8.92,7,-1,9,4,110,114
0,4,11,7,0,4,2,9.86,10,94,11,6,266,272
0,4,11,8,0,4,2,10.8,11,-1,6,18,418,436
0,4,11,9,0,4,2,11.74,12,94,7,23,188,211
0,4,11,10,0,4,2,12.68,13,88,15,17,100,117
0,4,11,11,0,4,2,13.62,14,-1,26,9,99,108
0,4,11,12,0,4,2,11.74,12,-1,24,18,149,167
0,4,11,13,0,4,3,8.92,6,81,24,9,87,96
0,4,11,14,0,4,3,8.92,6,-1,19,6,58,64
0,4,11,15,0,4,3,8.92,6,81,20,5,57,62
0,4,11,16,0,4,3,8.92,7,81,15,6,67,73
0,4,11,17,0,4,3,8.92,7,81,15,9,168,177
0,4,11,18,0,4,2,8.92,7,81,11,10,263,273
0,4,11,19,0,4,2,8.92,7,71,15,19,192,211
0,4,11,20,0,4,2,8.92,6,62,19,8,160,168
0,4,11,21,0,4,1,8.92,6,57,17,6,130,136
0,4,11,22,0,4,1,8.92,6,53,19,5,84,89
0,4,11,23,0,4,2,7.98,6,57,11,9,73,82
0,4,11,0,1,5,1,7.98,5,53,17,10,56,66
0,4,11,1,1,5,1,7.04,4,57,22,3,16,19
0,4,11,2,1,5,1,7.04,3,57,19,1,10,11
0,4,11,3,1,5,1,6.1,3,61,13,0,6,6
0,4,11,4,1,5,1,6.1,3,61,13,0,8,8
0,4,11,5,1,5,1,6.1,3,49,17,0,13,13
0,4,11,6,1,5,1,5.16,1,45,22,0,46,46
0,4,11,7,1,5,1,5.16,2,45,17,5,116,121
0,4,11,8,1,5,1,6.1,2,42,24,9,249,258
0,4,11,9,1,5,1,7.04,3,45,30,15,186,201
0,4,11,10,1,5,1,7.04,2,42,37,38,162,200
0,4,11,11,1,5,1,7.98,3,-1,33,20,150,170
0,4,11,12,1,5,1,7.98,3,42,31,41,198,239
0,4,11,13,1,5,1,9.86,10,37,37,57,179,236
0,4,11,14,1,5,1,9.86,10,37,31,64,183,247
0,4,11,15,1,5,1,8.92,6,37,28,29,187,216
0,4,11,16,1,5,1,8.92,6,34,22,49,189,238
0,4,11,17,1,5,1,7.98,4,39,22,24,286,310
0,4,11,18,1,5,1,7.98,5,39,17,23,185,208
0,4,11,19,1,5,1,7.04,5,39,11,17,182,199
0,4,11,20,1,5,1,7.04,5,39,13,12,97,109
0,4,11,21,1,5,1,6.1,4,45,11,4,79,83
0,4,11,22,1,5,1,7.04,5,39,13,13,78,91
0,4,11,23,1,5,1,6.1,5,45,6,6,67,73
0,4,11,0,0,6,1,3.28,0,-1,9,12,52,64
0,4,11,1,0,6,1,3.28,0,60,9,9,45,54
0,4,11,2,0,6,1,3.28,1,65,6,7,39,46
0,4,11,3,0,6,1,3.28,0,70,9,4,13,17
0,4,11,4,0,6,1,1.4,-2,80,9,0,7,7
0,4,11,5,0,6,1,2.34,1,75,6,1,3,4
0,4,11,6,0,6,1,2.34,-1,75,11,0,7,7
0,4,11,7,0,6,1,2.34,-1,75,13,3,24,27
0,4,11,8,0,6,1,4.22,1,70,13,14,87,101
0,4,11,9,0,6,1,6.1,4,61,11,18,142,160
0,4,11,10,0,6,1,7.98,5,61,19,62,170,232
0,4,11,11,0,6,1,9.86,10,54,19,102,213,315
0,4,11,12,0,6,1,12.68,13,-1,19,142,224,366
0,4,11,13,0,6,1,14.56,15,36,19,128,225,353
0,4,11,14,0,6,1,15.5,16,36,20,191,244,435
0,4,11,15,0,6,1,16.44,17,29,19,165,221,386
0,4,11,16,0,6,1,16.44,17,32,17,137,224,361
0,4,11,17,0,6,1,15.5,16,34,17,92,193,285
0,4,11,18,0,6,1,11.74,12,58,13,53,150,203
0,4,11,19,0,6,1,11.74,12,50,17,32,139,171
0,4,11,20,0,6,1,11.74,12,-1,19,31,101,132
0,4,11,21,0,6,1,11.74,12,47,19,19,103,122
0,4,11,22,0,6,1,11.74,12,-1,17,30,88,118
0,4,11,23,0,6,1,10.8,11,-1,11,23,78,101
0,4,11,0,0,0,2,10.8,11,58,13,12,61,73
0,4,11,1,0,0,2,8.92,7,66,13,13,58,71
0,4,11,2,0,0,1,8.92,8,57,7,9,48,57
0,4,11,3,0,0,2,8.92,7,62,9,8,20,28
0,4,11,4,0,0,2,8.92,7,62,9,1,5,6
0,4,11,5,0,0,1,7.98,6,61,11,2,3,5
0,4,11,6,0,0,1,7.98,6,66,9,5,18,23
0,4,11,7,0,0,1,7.98,5,66,15,13,30,43
0,4,11,8,0,0,1,7.98,7,66,6,24,55,79
0,4,11,9,0,0,1,10.8,11,-1,19,38,97,135
0,4,11,10,0,0,1,12.68,13,44,22,63,178,241
0,4,11,11,0,0,1,13.62,14,40,28,108,187,295
0,4,11,12,0,0,2,16.44,17,-1,28,112,242,354
0,4,11,13,0,0,2,16.44,17,29,28,105,234,339
0,4,11,14,0,0,2,17.38,18,-1,33,108,263,371
0,4,11,15,0,0,2,15.5,16,-1,22,89,221,310
0,4,11,16,0,0,2,17.38,18,28,26,93,226,319
0,4,11,17,0,0,1,16.44,17,27,22,44,187,231
0,4,11,18,0,0,1,16.44,17,27,22,35,155,190
0,4,11,19,0,0,1,15.5,16,29,24,36,121,157
0,4,11,20,0,0,1,15.5,16,31,24,24,115,139
0,4,11,21,0,0,1,14.56,15,36,17,19,76,95
0,4,11,22,0,0,1,14.56,15,41,26,25,64,89
0,4,11,23,0,0,1,13.62,14,-1,20,18,49,67
0,4,11,0,0,1,1,13.62,14,59,19,8,22,30
0,4,11,1,0,1,1,13.62,14,63,20,5,6,11
0,4,11,2,0,1,1,13.62,14,63,24,7,10,17
0,4,11,3,0,1,1,12.68,13,67,19,4,3,7
0,4,11,4,0,1,1,12.68,13,67,15,0,5,5
0,4,11,5,0,1,2,12.68,13,67,17,0,19,19
0,4,11,6,0,1,2,12.68,13,72,15,10,104,114
0,4,11,7,0,1,1,12.68,13,72,17,11,311,322
0,4,11,8,0,1,2,13.62,14,67,13,27,425,452
0,4,11,9,0,1,2,14.56,15,67,22,29,204,233
0,4,11,10,0,1,2,15.5,16,63,19,26,85,111
0,4,11,11,0,1,2,17.38,18,60,19,22,106,128
0,4,11,12,0,1,1,18.32,19,56,20,36,166,202
0,4,11,13,0,1,1,20.2,25,49,26,50,153,203
0,4,11,14,0,1,1,21.14,25,46,30,47,138,185
0,4,11,15,0,1,1,22.08,25,44,22,53,142,195
0,4,11,16,0,1,1,21.14,25,46,28,51,264,315
0,4,11,17,0,1,1,21.14,25,46,17,55,464,519
0,4,11,18,0,1,1,18.32,19,56,19,29,460,489
0,4,11,19,0,1,1,20.2,25,-1,20,28,274,302
